ID_EVENTO;NOMBRE_EVENTO;REGION;CATEGORIA;LATITUD;LONGITUD;FECHA_INICIO;FECHA_FIN;COSTO_PEN;RELEVANCIA_PUBLICIDAD
EVT-0198;Exhibición de Artesanía La Tradición ANCASH;ANCASH;Cultura;-9.441697;-77.587977;2024-08-25;2024-09-04;50;5
EVT-0199;Exhibición de Artesanía Andes ICA;ICA;Cultura;-14.139298;-75.673487;2024-11-17;2024-11-24;100;2
EVT-0200;Feria Gastronómica Aventura Extrema CAJAMARCA;CAJAMARCA;Gastronomía;-7.194445;-78.584567;2024-09-06;2024-09-20;15;5
EVT-0201;Descuento de Temporada - Hotel La Tradición CUSCO;CUSCO;Alojamiento;-13.423719;-72.022778;2024-02-07;2024-02-09;0;4
EVT-0202;Fiesta Patronal Andes AREQUIPA;AREQUIPA;Cultura;-16.352014;-71.523987;2024-02-09;2024-02-23;50;1
EVT-0203;Festival de Música Local Sol y Luna PUNO;PUNO;Entretenimiento;-15.903481;-69.988647;2024-10-25;2024-10-27;100;1
EVT-0204;Feria Gastronómica Sol y Luna PUNO;PUNO;Gastronomía;-15.763287;-70.068964;2024-07-08;2024-07-19;0;3
EVT-0205;Descuento de Temporada - Hotel Místico CUSCO;CUSCO;Alojamiento;-13.603031;-71.928883;2024-09-05;2024-09-18;15;3
EVT-0206;Feria Gastronómica Pacha AREQUIPA;AREQUIPA;Gastronomía;-16.387188;-71.52568;2024-12-05;2024-12-20;30;5
EVT-0207;Tour Promocional Andes CUSCO;CUSCO;Aventura;-13.580826;-71.9355;2024-03-29;2024-04-09;30;2
EVT-0208;Descuento de Temporada - Hotel Pacha CAJAMARCA;CAJAMARCA;Alojamiento;-7.109427;-78.479537;2024-09-29;2024-10-12;0;3
EVT-0209;Exhibición de Artesanía La Tradición AREQUIPA;AREQUIPA;Cultura;-16.378475;-71.530204;2024-07-01;2024-07-14;0;2
EVT-0210;Tour Promocional Aventura Extrema CAJAMARCA;CAJAMARCA;Aventura;-7.233562;-78.579869;2024-07-07;2024-07-08;50;2
EVT-0211;Fiesta Patronal Aventura Extrema AREQUIPA;AREQUIPA;Cultura;-16.357143;-71.557964;2024-04-05;2024-04-16;100;1
EVT-0212;Feria Gastronómica Aventura Extrema ANCASH;ANCASH;Gastronomía;-9.503558;-77.62571;2024-07-23;2024-07-30;30;1
EVT-0213;Feria Gastronómica Andes CAJAMARCA;CAJAMARCA;Gastronomía;-7.104075;-78.586208;2024-12-06;2024-12-13;0;3
EVT-0214;Fiesta Patronal La Tradición CUSCO;CUSCO;Cultura;-13.502985;-71.874947;2024-01-12;2024-01-24;50;2
EVT-0215;Fiesta Patronal Andes ANCASH;ANCASH;Cultura;-9.462708;-77.467381;2024-03-09;2024-03-16;100;1
EVT-0216;Tour Promocional Pacha LIMA;LIMA;Aventura;-12.01361;-77.120386;2024-04-05;2024-04-17;15;3
EVT-0217;Descuento de Temporada - Hotel Andes AREQUIPA;AREQUIPA;Alojamiento;-16.380992;-71.442102;2024-04-29;2024-05-11;0;5
EVT-0218;Feria Gastronómica La Tradición AREQUIPA;AREQUIPA;Gastronomía;-16.404837;-71.45511;2024-11-21;2024-11-23;15;2
EVT-0219;Exhibición de Artesanía Sol y Luna ANCASH;ANCASH;Cultura;-9.621561;-77.512634;2024-11-18;2024-11-25;0;1
EVT-0220;Feria Gastronómica Místico PUNO;PUNO;Gastronomía;-15.806033;-69.936379;2024-07-06;2024-07-14;100;3
EVT-0221;Tour Promocional Aventura Extrema CAJAMARCA;CAJAMARCA;Aventura;-7.09412;-78.408566;2024-10-08;2024-10-18;0;4
EVT-0222;Tour Promocional La Tradición PIURA;PIURA;Aventura;-5.290018;-80.729646;2024-06-08;2024-06-12;50;2
EVT-0223;Fiesta Patronal El Buen Sabor PUNO;PUNO;Cultura;-15.78835;-70.08453;2024-03-02;2024-03-15;100;3
EVT-0224;Exhibición de Artesanía Pacha CUSCO;CUSCO;Cultura;-13.493251;-71.89918;2024-01-23;2024-01-27;0;3
EVT-0225;Festival de Música Local El Buen Sabor LORETO;LORETO;Entretenimiento;-3.804435;-73.23139;2024-01-25;2024-02-02;0;2
EVT-0226;Descuento de Temporada - Hotel Aventura Extrema LIMA;LIMA;Alojamiento;-12.131361;-77.083138;2024-09-12;2024-09-13;15;3
EVT-0227;Descuento de Temporada - Hotel La Tradición LORETO;LORETO;Alojamiento;-3.652084;-73.249881;2024-02-03;2024-02-18;50;4
EVT-0228;Tour Promocional El Buen Sabor CUSCO;CUSCO;Aventura;-13.458025;-71.904949;2024-05-28;2024-06-01;15;3
EVT-0229;Fiesta Patronal Sol y Luna LIMA;LIMA;Cultura;-12.055521;-77.097355;2024-09-08;2024-09-10;0;4
EVT-0230;Descuento de Temporada - Hotel Pacha CUSCO;CUSCO;Alojamiento;-13.606471;-71.938831;2024-09-22;2024-10-01;0;5
EVT-0231;Fiesta Patronal Andes LORETO;LORETO;Cultura;-3.727378;-73.211964;2024-04-29;2024-05-01;0;5
EVT-0232;Descuento de Temporada - Hotel Pacha LIMA;LIMA;Alojamiento;-12.007565;-77.11914;2024-11-23;2024-11-28;0;4
EVT-0233;Fiesta Patronal Sol y Luna CUSCO;CUSCO;Cultura;-13.557813;-71.89596;2024-12-03;2024-12-18;0;4
EVT-0234;Feria Gastronómica Aventura Extrema ICA;ICA;Gastronomía;-14.033044;-75.818114;2024-05-14;2024-05-18;15;2
EVT-0235;Festival de Música Local Sol y Luna CUSCO;CUSCO;Entretenimiento;-13.586171;-71.893991;2024-09-14;2024-09-17;30;2
EVT-0236;Fiesta Patronal El Buen Sabor CAJAMARCA;CAJAMARCA;Cultura;-7.140069;-78.59678;2024-03-10;2024-03-11;15;2
EVT-0237;Fiesta Patronal Místico CAJAMARCA;CAJAMARCA;Cultura;-7.244815;-78.454496;2024-12-04;2024-12-08;0;3
EVT-0238;Descuento de Temporada - Hotel Andes ICA;ICA;Alojamiento;-13.988006;-75.735082;2024-03-14;2024-03-22;15;5
EVT-0239;Fiesta Patronal Místico ICA;ICA;Cultura;-14.088729;-75.666151;2024-09-14;2024-09-29;30;5
EVT-0240;Descuento de Temporada - Hotel Aventura Extrema ICA;ICA;Alojamiento;-14.017333;-75.770082;2024-02-28;2024-03-12;0;4
EVT-0241;Exhibición de Artesanía Místico ANCASH;ANCASH;Cultura;-9.517215;-77.437446;2024-11-18;2024-12-03;100;1
EVT-0242;Festival de Música Local Aventura Extrema CAJAMARCA;CAJAMARCA;Entretenimiento;-7.202227;-78.406893;2024-07-04;2024-07-11;30;3
EVT-0243;Descuento de Temporada - Hotel La Tradición PUNO;PUNO;Alojamiento;-15.765642;-70.018328;2024-12-14;2024-12-28;15;2
EVT-0244;Tour Promocional Místico PIURA;PIURA;Aventura;-5.198989;-80.581167;2024-05-17;2024-05-21;30;4
EVT-0245;Festival de Música Local Aventura Extrema CUSCO;CUSCO;Entretenimiento;-13.425184;-71.911971;2024-09-29;2024-10-09;30;3
EVT-0246;Exhibición de Artesanía Andes LIMA;LIMA;Cultura;-12.059424;-77.078485;2024-08-22;2024-08-24;100;3
EVT-0247;Fiesta Patronal El Buen Sabor PUNO;PUNO;Cultura;-15.880641;-69.92249;2024-08-09;2024-08-13;0;2
EVT-0248;Descuento de Temporada - Hotel El Buen Sabor LORETO;LORETO;Alojamiento;-3.821936;-73.312707;2024-11-12;2024-11-13;100;2
EVT-0249;Descuento de Temporada - Hotel El Buen Sabor CAJAMARCA;CAJAMARCA;Alojamiento;-7.188822;-78.578168;2024-08-24;2024-08-28;0;3
EVT-0250;Festival de Música Local Pacha CUSCO;CUSCO;Entretenimiento;-13.445799;-72.063656;2024-02-28;2024-03-05;0;4
EVT-0251;Exhibición de Artesanía Místico CUSCO;CUSCO;Cultura;-13.547365;-71.984127;2024-08-22;2024-08-27;0;1
EVT-0252;Feria Gastronómica Aventura Extrema CAJAMARCA;CAJAMARCA;Gastronomía;-7.214101;-78.590842;2024-09-21;2024-10-03;50;4
EVT-0253;Feria Gastronómica La Tradición PIURA;PIURA;Gastronomía;-5.237734;-80.707372;2024-08-12;2024-08-16;100;2
EVT-0254;Exhibición de Artesanía La Tradición PIURA;PIURA;Cultura;-5.11199;-80.666178;2024-12-15;2024-12-25;0;3
EVT-0255;Exhibición de Artesanía Aventura Extrema LIMA;LIMA;Cultura;-12.052192;-76.987324;2024-11-01;2024-11-09;100;2
EVT-0256;Fiesta Patronal Pacha ANCASH;ANCASH;Cultura;-9.473348;-77.483257;2024-05-26;2024-06-10;100;3
EVT-0257;Feria Gastronómica Andes PIURA;PIURA;Gastronomía;-5.09759;-80.672009;2024-01-18;2024-01-20;100;1
EVT-0258;Fiesta Patronal Místico AREQUIPA;AREQUIPA;Cultura;-16.322561;-71.464246;2024-06-18;2024-06-28;0;1
EVT-0259;Festival de Música Local Pacha PUNO;PUNO;Entretenimiento;-15.834256;-70.017189;2024-05-18;2024-05-22;100;1
EVT-0260;Festival de Música Local Pacha CAJAMARCA;CAJAMARCA;Entretenimiento;-7.225816;-78.42335;2024-06-11;2024-06-23;30;4
EVT-0261;Tour Promocional Aventura Extrema ICA;ICA;Aventura;-14.026162;-75.822516;2024-09-10;2024-09-16;0;1
EVT-0262;Descuento de Temporada - Hotel La Tradición ICA;ICA;Alojamiento;-14.150928;-75.693519;2024-11-09;2024-11-22;30;2
EVT-0263;Feria Gastronómica Místico ANCASH;ANCASH;Gastronomía;-9.554224;-77.611549;2024-03-28;2024-04-06;0;3
EVT-0264;Festival de Música Local Pacha PUNO;PUNO;Entretenimiento;-15.809084;-69.980214;2024-04-19;2024-05-02;0;1
EVT-0265;Tour Promocional El Buen Sabor AREQUIPA;AREQUIPA;Aventura;-16.31884;-71.50101;2024-12-09;2024-12-11;15;5
EVT-0266;Exhibición de Artesanía Pacha LIMA;LIMA;Cultura;-12.117435;-76.960409;2024-11-25;2024-12-04;0;5
EVT-0267;Fiesta Patronal La Tradición CAJAMARCA;CAJAMARCA;Cultura;-7.239465;-78.438756;2024-10-17;2024-10-20;100;1
EVT-0268;Festival de Música Local El Buen Sabor PUNO;PUNO;Entretenimiento;-15.825766;-70.10327;2024-01-05;2024-01-12;50;3
EVT-0269;Descuento de Temporada - Hotel Sol y Luna AREQUIPA;AREQUIPA;Alojamiento;-16.445214;-71.550509;2024-09-23;2024-10-06;50;2
EVT-0270;Fiesta Patronal La Tradición ICA;ICA;Cultura;-14.0747;-75.694414;2024-05-27;2024-05-31;50;2
EVT-0271;Tour Promocional El Buen Sabor AREQUIPA;AREQUIPA;Aventura;-16.464062;-71.474378;2024-02-05;2024-02-07;50;4
EVT-0272;Descuento de Temporada - Hotel Sol y Luna LIMA;LIMA;Alojamiento;-11.953453;-77.073617;2024-05-11;2024-05-18;100;2
EVT-0273;Feria Gastronómica Aventura Extrema CUSCO;CUSCO;Gastronomía;-13.465483;-71.927375;2024-01-01;2024-01-11;15;2
EVT-0274;Fiesta Patronal El Buen Sabor ANCASH;ANCASH;Cultura;-9.554853;-77.469892;2024-03-29;2024-04-04;50;2
EVT-0275;Fiesta Patronal Andes ICA;ICA;Cultura;-14.00337;-75.773019;2024-11-09;2024-11-11;15;4
EVT-0276;Feria Gastronómica Aventura Extrema LIMA;LIMA;Gastronomía;-12.120661;-77.11346;2024-03-16;2024-03-17;50;1
EVT-0277;Tour Promocional Pacha ANCASH;ANCASH;Aventura;-9.441437;-77.563864;2024-07-09;2024-07-20;0;1
EVT-0278;Tour Promocional El Buen Sabor PIURA;PIURA;Aventura;-5.114356;-80.625577;2024-07-19;2024-07-31;50;1
EVT-0279;Exhibición de Artesanía El Buen Sabor LORETO;LORETO;Cultura;-3.687481;-73.279602;2024-11-18;2024-11-28;0;1
EVT-0280;Fiesta Patronal Pacha AREQUIPA;AREQUIPA;Cultura;-16.4882;-71.51512;2024-11-16;2024-11-26;30;4
EVT-0281;Feria Gastronómica Sol y Luna LORETO;LORETO;Gastronomía;-3.792911;-73.168286;2024-08-03;2024-08-17;50;4
EVT-0282;Feria Gastronómica Sol y Luna PUNO;PUNO;Gastronomía;-15.92231;-70.114827;2024-10-16;2024-10-21;0;4
EVT-0283;Tour Promocional Andes PIURA;PIURA;Aventura;-5.187609;-80.660501;2024-12-10;2024-12-21;15;1
EVT-0284;Festival de Música Local Pacha PUNO;PUNO;Entretenimiento;-15.799462;-70.06126;2024-11-15;2024-11-22;0;5
EVT-0285;Tour Promocional Sol y Luna CAJAMARCA;CAJAMARCA;Aventura;-7.157674;-78.433908;2024-05-13;2024-05-21;30;1
EVT-0286;Exhibición de Artesanía Andes LORETO;LORETO;Cultura;-3.750832;-73.14603;2024-06-20;2024-06-26;0;5
EVT-0287;Tour Promocional Pacha LIMA;LIMA;Aventura;-12.132986;-76.975284;2024-05-17;2024-05-21;100;1
EVT-0288;Tour Promocional Andes LIMA;LIMA;Aventura;-11.974689;-77.115893;2024-03-11;2024-03-15;0;2
EVT-0289;Feria Gastronómica Místico PIURA;PIURA;Gastronomía;-5.154596;-80.674921;2024-05-25;2024-06-03;100;5
EVT-0290;Tour Promocional El Buen Sabor PUNO;PUNO;Aventura;-15.904481;-69.965106;2024-01-19;2024-01-28;100;1
EVT-0291;Tour Promocional Místico PIURA;PIURA;Aventura;-5.270914;-80.656598;2024-08-01;2024-08-15;100;5
EVT-0292;Descuento de Temporada - Hotel Aventura Extrema CUSCO;CUSCO;Alojamiento;-13.492879;-72.005134;2024-07-08;2024-07-18;0;5
EVT-0293;Exhibición de Artesanía Sol y Luna LORETO;LORETO;Cultura;-3.813724;-73.315005;2024-05-26;2024-05-30;30;2
EVT-0294;Exhibición de Artesanía Pacha ANCASH;ANCASH;Cultura;-9.546788;-77.562795;2024-09-29;2024-10-13;0;4
EVT-0295;Tour Promocional Místico ANCASH;ANCASH;Aventura;-9.558521;-77.492766;2024-10-17;2024-10-23;50;5
EVT-0296;Tour Promocional Aventura Extrema LIMA;LIMA;Aventura;-12.056561;-77.007022;2024-01-11;2024-01-23;15;3
EVT-0297;Exhibición de Artesanía El Buen Sabor LORETO;LORETO;Cultura;-3.846181;-73.306681;2024-09-21;2024-10-04;15;3
EVT-0298;Fiesta Patronal Sol y Luna PIURA;PIURA;Cultura;-5.12439;-80.561597;2024-06-01;2024-06-03;0;2
EVT-0299;Feria Gastronómica Místico CAJAMARCA;CAJAMARCA;Gastronomía;-7.106459;-78.405227;2024-04-15;2024-04-26;100;3
EVT-0300;Exhibición de Artesanía Sol y Luna CUSCO;CUSCO;Cultura;-13.556236;-72.064896;2024-05-27;2024-05-29;0;4
EVT-0301;Exhibición de Artesanía Sol y Luna LORETO;LORETO;Cultura;-3.713769;-73.178883;2024-01-12;2024-01-15;15;4
EVT-0302;Feria Gastronómica La Tradición PIURA;PIURA;Gastronomía;-5.101553;-80.697815;2024-03-22;2024-04-02;30;3
EVT-0303;Exhibición de Artesanía Aventura Extrema AREQUIPA;AREQUIPA;Cultura;-16.428432;-71.608665;2024-10-27;2024-11-10;100;4
EVT-0304;Tour Promocional Sol y Luna PUNO;PUNO;Aventura;-15.927578;-70.081267;2024-04-30;2024-05-06;50;3
EVT-0305;Festival de Música Local Místico PIURA;PIURA;Entretenimiento;-5.150906;-80.606584;2024-12-08;2024-12-16;0;1
EVT-0306;Feria Gastronómica Místico PIURA;PIURA;Gastronomía;-5.12681;-80.660776;2024-04-10;2024-04-12;0;1
EVT-0307;Tour Promocional Aventura Extrema LORETO;LORETO;Aventura;-3.726914;-73.155337;2024-08-01;2024-08-11;50;1
EVT-0308;Exhibición de Artesanía La Tradición ICA;ICA;Cultura;-14.10882;-75.766916;2024-04-27;2024-05-01;50;4
EVT-0309;Tour Promocional Sol y Luna CUSCO;CUSCO;Aventura;-13.506474;-72.045442;2024-06-03;2024-06-11;50;3
EVT-0310;Fiesta Patronal La Tradición CAJAMARCA;CAJAMARCA;Cultura;-7.133845;-78.493396;2024-06-17;2024-06-24;50;2
EVT-0311;Feria Gastronómica Místico CAJAMARCA;CAJAMARCA;Gastronomía;-7.125666;-78.459992;2024-03-14;2024-03-28;30;4
EVT-0312;Tour Promocional Sol y Luna PIURA;PIURA;Aventura;-5.252919;-80.535508;2024-04-12;2024-04-21;100;3
EVT-0313;Tour Promocional Andes LIMA;LIMA;Aventura;-12.144076;-77.036816;2024-06-03;2024-06-04;30;3
EVT-0314;Fiesta Patronal Sol y Luna AREQUIPA;AREQUIPA;Cultura;-16.431807;-71.464176;2024-08-05;2024-08-08;100;4
EVT-0315;Tour Promocional Aventura Extrema LIMA;LIMA;Aventura;-12.055882;-77.021575;2024-02-13;2024-02-16;0;4
EVT-0316;Descuento de Temporada - Hotel El Buen Sabor LIMA;LIMA;Alojamiento;-12.022549;-77.101722;2024-06-30;2024-07-06;30;5
EVT-0317;Tour Promocional Aventura Extrema ICA;ICA;Aventura;-14.141373;-75.70521;2024-11-13;2024-11-18;50;4
EVT-0318;Descuento de Temporada - Hotel Místico LORETO;LORETO;Alojamiento;-3.675717;-73.184795;2024-09-10;2024-09-13;0;3
EVT-0319;Fiesta Patronal Sol y Luna AREQUIPA;AREQUIPA;Cultura;-16.348391;-71.439454;2024-06-05;2024-06-06;100;1
EVT-0320;Exhibición de Artesanía Andes PIURA;PIURA;Cultura;-5.111363;-80.664264;2024-04-24;2024-05-07;50;1
EVT-0321;Descuento de Temporada - Hotel El Buen Sabor AREQUIPA;AREQUIPA;Alojamiento;-16.374719;-71.459365;2024-07-11;2024-07-21;30;1
EVT-0322;Festival de Música Local Pacha ANCASH;ANCASH;Entretenimiento;-9.510307;-77.60024;2024-01-22;2024-02-06;30;1
EVT-0323;Fiesta Patronal Aventura Extrema AREQUIPA;AREQUIPA;Cultura;-16.464783;-71.594899;2024-04-24;2024-04-25;30;5
EVT-0324;Descuento de Temporada - Hotel La Tradición PIURA;PIURA;Alojamiento;-5.214934;-80.590538;2024-10-19;2024-11-02;50;1
EVT-0325;Fiesta Patronal Sol y Luna CAJAMARCA;CAJAMARCA;Cultura;-7.123765;-78.416182;2024-05-13;2024-05-24;15;1
EVT-0326;Fiesta Patronal Místico CUSCO;CUSCO;Cultura;-13.520555;-72.059861;2024-10-26;2024-11-08;15;3
EVT-0327;Feria Gastronómica El Buen Sabor PUNO;PUNO;Gastronomía;-15.828855;-70.041543;2024-05-04;2024-05-09;15;5
EVT-0328;Descuento de Temporada - Hotel El Buen Sabor PUNO;PUNO;Alojamiento;-15.755474;-70.076261;2024-05-27;2024-05-29;15;2
EVT-0329;Exhibición de Artesanía Aventura Extrema AREQUIPA;AREQUIPA;Cultura;-16.468632;-71.54326;2024-12-10;2024-12-23;0;4
EVT-0330;Fiesta Patronal Místico LIMA;LIMA;Cultura;-12.092418;-77.07464;2024-07-18;2024-08-01;50;2
EVT-0331;Fiesta Patronal La Tradición LIMA;LIMA;Cultura;-12.14044;-76.99304;2024-09-10;2024-09-22;50;4
EVT-0332;Feria Gastronómica Pacha ANCASH;ANCASH;Gastronomía;-9.503697;-77.450263;2024-11-29;2024-12-03;100;5
EVT-0333;Exhibición de Artesanía Sol y Luna PIURA;PIURA;Cultura;-5.16311;-80.712215;2024-07-27;2024-07-29;0;3
EVT-0334;Fiesta Patronal Pacha PIURA;PIURA;Cultura;-5.22628;-80.548582;2024-09-02;2024-09-13;15;1
EVT-0335;Exhibición de Artesanía Místico CUSCO;CUSCO;Cultura;-13.498018;-71.974389;2024-09-18;2024-09-26;30;3
EVT-0336;Descuento de Temporada - Hotel Místico CAJAMARCA;CAJAMARCA;Alojamiento;-7.166314;-78.417992;2024-09-24;2024-09-25;30;5
EVT-0337;Exhibición de Artesanía La Tradición ANCASH;ANCASH;Cultura;-9.559033;-77.536338;2024-11-22;2024-12-04;100;1
EVT-0338;Fiesta Patronal El Buen Sabor CAJAMARCA;CAJAMARCA;Cultura;-7.240813;-78.551769;2024-04-19;2024-04-24;0;4
EVT-0339;Feria Gastronómica Místico CAJAMARCA;CAJAMARCA;Gastronomía;-7.101585;-78.478154;2024-04-07;2024-04-10;30;1
EVT-0340;Descuento de Temporada - Hotel El Buen Sabor ICA;ICA;Alojamiento;-14.027472;-75.764261;2024-08-19;2024-08-31;15;2
EVT-0341;Descuento de Temporada - Hotel Sol y Luna PIURA;PIURA;Alojamiento;-5.134518;-80.559355;2024-06-12;2024-06-27;15;5
EVT-0342;Exhibición de Artesanía Andes LORETO;LORETO;Cultura;-3.839124;-73.320477;2024-01-25;2024-02-03;15;2
EVT-0343;Fiesta Patronal La Tradición CUSCO;CUSCO;Cultura;-13.597356;-71.927036;2024-04-30;2024-05-07;50;5
EVT-0344;Feria Gastronómica Andes CUSCO;CUSCO;Gastronomía;-13.594215;-71.944375;2024-05-19;2024-05-24;15;3
EVT-0345;Exhibición de Artesanía Sol y Luna PUNO;PUNO;Cultura;-15.909529;-70.109104;2024-01-25;2024-02-05;50;5
EVT-0346;Festival de Música Local El Buen Sabor ICA;ICA;Entretenimiento;-13.976458;-75.719316;2024-06-09;2024-06-17;0;1
EVT-0347;Descuento de Temporada - Hotel El Buen Sabor AREQUIPA;AREQUIPA;Alojamiento;-16.43151;-71.572738;2024-07-17;2024-07-25;50;2
EVT-0348;Fiesta Patronal Sol y Luna AREQUIPA;AREQUIPA;Cultura;-16.428084;-71.493224;2024-04-04;2024-04-14;100;5
EVT-0349;Fiesta Patronal Aventura Extrema CUSCO;CUSCO;Cultura;-13.469352;-71.947919;2024-05-26;2024-06-04;0;1
EVT-0350;Exhibición de Artesanía Sol y Luna LORETO;LORETO;Cultura;-3.68557;-73.342605;2024-02-10;2024-02-20;0;5
EVT-0351;Exhibición de Artesanía El Buen Sabor AREQUIPA;AREQUIPA;Cultura;-16.355642;-71.547537;2024-08-12;2024-08-27;30;1
EVT-0352;Feria Gastronómica Sol y Luna PIURA;PIURA;Gastronomía;-5.251309;-80.538421;2024-04-10;2024-04-20;0;3
EVT-0353;Fiesta Patronal Sol y Luna ANCASH;ANCASH;Cultura;-9.611443;-77.459124;2024-11-29;2024-12-08;0;2
EVT-0354;Feria Gastronómica Místico AREQUIPA;AREQUIPA;Gastronomía;-16.432606;-71.579801;2024-07-09;2024-07-12;50;3
EVT-0355;Feria Gastronómica Místico PIURA;PIURA;Gastronomía;-5.160807;-80.680675;2024-09-23;2024-10-07;0;1
EVT-0356;Descuento de Temporada - Hotel Místico CUSCO;CUSCO;Alojamiento;-13.620036;-71.976812;2024-10-09;2024-10-23;15;5
EVT-0357;Exhibición de Artesanía Aventura Extrema ANCASH;ANCASH;Cultura;-9.556038;-77.586847;2024-10-13;2024-10-20;50;3
EVT-0358;Festival de Música Local La Tradición LIMA;LIMA;Entretenimiento;-12.089982;-77.104467;2024-07-15;2024-07-24;30;1
EVT-0359;Tour Promocional Pacha CAJAMARCA;CAJAMARCA;Aventura;-7.206579;-78.440083;2024-05-07;2024-05-09;50;2
EVT-0360;Fiesta Patronal Sol y Luna LORETO;LORETO;Cultura;-3.697584;-73.29768;2024-09-16;2024-09-21;50;4
EVT-0361;Exhibición de Artesanía El Buen Sabor PUNO;PUNO;Cultura;-15.878177;-70.053893;2024-09-06;2024-09-13;15;1
EVT-0362;Festival de Música Local Aventura Extrema LORETO;LORETO;Entretenimiento;-3.80071;-73.158748;2024-07-18;2024-07-27;0;4
EVT-0363;Fiesta Patronal Pacha LORETO;LORETO;Cultura;-3.653677;-73.176916;2024-06-01;2024-06-08;30;4
EVT-0364;Fiesta Patronal Andes PUNO;PUNO;Cultura;-15.858772;-69.980667;2024-07-27;2024-08-02;100;2
EVT-0365;Feria Gastronómica El Buen Sabor CAJAMARCA;CAJAMARCA;Gastronomía;-7.167545;-78.41783;2024-02-07;2024-02-10;50;3
EVT-0366;Feria Gastronómica Pacha LIMA;LIMA;Gastronomía;-12.106179;-76.997819;2024-09-07;2024-09-19;50;5
EVT-0367;Fiesta Patronal Místico AREQUIPA;AREQUIPA;Cultura;-16.405718;-71.57264;2024-03-29;2024-04-12;30;2
EVT-0368;Festival de Música Local Místico ICA;ICA;Entretenimiento;-14.00711;-75.787259;2024-11-23;2024-12-06;100;2
EVT-0369;Exhibición de Artesanía Pacha CAJAMARCA;CAJAMARCA;Cultura;-7.233196;-78.457764;2024-08-27;2024-08-29;50;5
EVT-0370;Descuento de Temporada - Hotel Pacha LIMA;LIMA;Alojamiento;-12.089776;-76.928315;2024-03-18;2024-03-22;0;4
EVT-0371;Exhibición de Artesanía Místico LIMA;LIMA;Cultura;-11.975909;-77.052507;2024-08-14;2024-08-23;0;4
EVT-0372;Festival de Música Local La Tradición PIURA;PIURA;Entretenimiento;-5.221295;-80.693389;2024-03-29;2024-04-08;15;3
EVT-0373;Fiesta Patronal El Buen Sabor PUNO;PUNO;Cultura;-15.887749;-70.11072;2024-08-19;2024-08-21;0;2
EVT-0374;Tour Promocional Aventura Extrema ICA;ICA;Aventura;-14.003987;-75.679576;2024-05-03;2024-05-07;0;4
EVT-0375;Fiesta Patronal Pacha LIMA;LIMA;Cultura;-12.129865;-76.949799;2024-07-31;2024-08-12;100;1
EVT-0376;Fiesta Patronal Sol y Luna LIMA;LIMA;Cultura;-12.144379;-76.982738;2024-07-08;2024-07-16;30;3
EVT-0377;Festival de Música Local Místico ANCASH;ANCASH;Entretenimiento;-9.485927;-77.513517;2024-03-21;2024-04-05;0;1
EVT-0378;Feria Gastronómica Andes CUSCO;CUSCO;Gastronomía;-13.583555;-72.025727;2024-11-24;2024-12-01;50;5
EVT-0379;Tour Promocional Pacha CUSCO;CUSCO;Aventura;-13.597643;-71.965583;2024-05-20;2024-05-26;30;2
EVT-0380;Exhibición de Artesanía Andes LORETO;LORETO;Cultura;-3.846645;-73.32795;2024-10-27;2024-11-01;15;2
EVT-0381;Descuento de Temporada - Hotel Andes LIMA;LIMA;Alojamiento;-12.020928;-77.082017;2024-02-27;2024-02-28;100;1
EVT-0382;Tour Promocional Místico AREQUIPA;AREQUIPA;Aventura;-16.314094;-71.466289;2024-02-07;2024-02-18;50;3
EVT-0383;Descuento de Temporada - Hotel Andes ICA;ICA;Alojamiento;-14.148065;-75.645309;2024-11-07;2024-11-11;100;3
EVT-0384;Feria Gastronómica El Buen Sabor PIURA;PIURA;Gastronomía;-5.180713;-80.662097;2024-01-03;2024-01-05;30;5
EVT-0385;Festival de Música Local Pacha AREQUIPA;AREQUIPA;Entretenimiento;-16.339858;-71.568659;2024-07-10;2024-07-13;30;2
EVT-0386;Fiesta Patronal Místico LORETO;LORETO;Cultura;-3.716781;-73.323444;2024-09-09;2024-09-11;15;5
EVT-0387;Tour Promocional El Buen Sabor CUSCO;CUSCO;Aventura;-13.463791;-71.995891;2024-10-18;2024-10-27;30;5
EVT-0388;Tour Promocional La Tradición CAJAMARCA;CAJAMARCA;Aventura;-7.138847;-78.445846;2024-03-09;2024-03-22;0;1
EVT-0389;Fiesta Patronal La Tradición ANCASH;ANCASH;Cultura;-9.509506;-77.506307;2024-01-24;2024-01-28;100;4
EVT-0390;Tour Promocional La Tradición AREQUIPA;AREQUIPA;Aventura;-16.492283;-71.546296;2024-09-30;2024-10-09;100;2
EVT-0391;Tour Promocional La Tradición CUSCO;CUSCO;Aventura;-13.428539;-71.889641;2024-11-29;2024-12-14;30;3
EVT-0392;Descuento de Temporada - Hotel Andes CUSCO;CUSCO;Alojamiento;-13.502626;-71.914053;2024-07-23;2024-07-28;100;2
EVT-0393;Exhibición de Artesanía Andes LORETO;LORETO;Cultura;-3.667277;-73.266261;2024-08-07;2024-08-15;30;1
EVT-0394;Exhibición de Artesanía Místico ANCASH;ANCASH;Cultura;-9.429855;-77.623878;2024-05-30;2024-06-12;15;4
EVT-0395;Exhibición de Artesanía Andes PIURA;PIURA;Cultura;-5.241271;-80.552096;2024-11-20;2024-12-01;15;1
